,power,speed,rate,line_width_square
2658,5.54,100,50,10486.371
2659,4.97,100,50,9721.103
2660,4.275,100,50,8659.377
2661,7.925,100,50,13009.86
2662,4.4799999999999995,100,50,8989.512
2663,8.24,100,50,13284.589
2664,8.315,100,50,13348.452
2665,7.825,100,50,12920.357
2666,2.04,100,50,3444.798
2667,6.64,100,50,11762.942
2668,6.845,100,50,11977.256
2669,1.805,100,50,2582.162
2670,5.8549999999999995,100,50,10876.152
2671,6.260000000000001,100,50,11347.573
2672,3.345,100,50,6930.304
2673,7.8950000000000005,100,50,12983.128
2674,2.55,100,50,5017.582
2675,4.1450000000000005,100,50,8441.716
2676,3.9600000000000004,100,50,8119.899
2677,3.32,100,50,6877.429
2678,3.8150000000000004,100,50,7856.973
2679,2.21,100,50,4008.964
2680,6.3149999999999995,100,50,11409.228
2681,7.13,100,50,12264.776
2682,5.46,100,50,10383.848
2683,6.325,100,50,11420.381
2684,7.3999999999999995,100,50,12526.753
2685,2.7550000000000003,100,50,5562.586
2686,4.614999999999999,100,50,9198.768
2687,6.935,100,50,12069.325
2688,2.475,100,50,4807.169
2689,4.655,100,50,9259.595
2690,5.79,100,50,10797.467
2691,7.13,100,50,12264.776
2692,4.665,100,50,9274.72
2693,3.805,100,50,7838.474
2694,6.909999999999999,100,50,12043.871
2695,4.79,100,50,9461.095
2696,1.68,100,50,2076.327
2697,7.01,100,50,12145.141
2698,5.955,100,50,10995.517
2699,1.725,100,50,2262.637
2700,6.2700000000000005,100,50,11358.823
2701,4.760000000000001,100,50,9416.813
2702,3.415,100,50,7076.28
2703,7.535,100,50,12654.178
2704,3.44,100,50,7127.691
2705,3.245,100,50,6716.379
2706,4.97,100,50,9721.103
2707,6.215,100,50,11296.723
2708,5.975,100,50,11019.149
2709,2.97,100,50,6092.228
2710,3.6450000000000005,100,50,7535.681
2711,2.12,100,50,3715.92
2712,6.68,100,50,11805.274
2713,5.075,100,50,9868.46
2714,5.2299999999999995,100,50,10080.506
2715,7.449999999999999,100,50,12574.216
2716,2.02,100,50,3375.356
2717,5.935,100,50,10971.805
2718,7.03,100,50,12165.222
2719,6.819999999999999,100,50,11951.466
2720,5.035,100,50,9812.687
2721,4.47,100,50,8973.761
2722,3.02,100,50,6209.898
2723,3.225,100,50,6672.803
2724,2.59,100,50,5127.286
2725,3.7199999999999998,100,50,7679.236
2726,4.135,100,50,8424.691
2727,3.5700000000000003,100,50,7389.141
2728,1.73,100,50,2283.037
2729,8.37,100,50,13394.92
2730,6.984999999999999,100,50,12119.96
2731,3.1300000000000003,100,50,6462.06
2732,2.545,100,50,5003.748
2733,2.465,100,50,4778.634
2734,5.779999999999999,100,50,10785.283
2735,8.365,100,50,13390.708
2736,1.7399999999999998,100,50,2323.662
2737,2.85,100,50,5801.535
2738,5.605,100,50,10568.586
2739,7.045,100,50,12180.245
2740,6.525,100,50,11639.801
2741,8.23,100,50,13276.03
2742,7.735,100,50,12838.82
2743,2.52,100,50,4934.169
2744,2.445,100,50,4721.213
2745,1.97,100,50,3198.698
2746,2.78,100,50,5626.257
2747,7.489999999999999,100,50,12611.958
2748,2.48,100,50,4821.394
2749,2.595,100,50,5140.879
2750,6.78,100,50,11910.006
2751,1.78,100,50,2483.857
2752,8.35,100,50,13378.058
2753,5.225,100,50,10073.765
2754,6.34,100,50,11437.076
2755,6.035,100,50,11089.574
2756,4.8149999999999995,100,50,9497.786
2757,4.24,100,50,8601.434
2758,6.4399999999999995,100,50,11547.381
2759,7.86,100,50,12951.812
2760,5.4399999999999995,100,50,10357.983
2761,3.0,100,50,6163.065
2762,5.425,100,50,10338.521
2763,2.6149999999999998,100,50,5194.993
2764,1.7149999999999999,100,50,2221.658
2765,2.465,100,50,4778.634
2766,4.0,100,50,8190.736
2767,5.489999999999999,100,50,10422.469
2768,2.095,100,50,3632.31
2769,5.0200000000000005,100,50,9791.657
2770,3.015,100,50,6198.219
2771,3.405,100,50,7055.611
2772,4.3,100,50,8700.475
2773,2.475,100,50,4807.169
2774,4.745,100,50,9394.566
2775,2.785,100,50,5638.922
2776,7.539999999999999,100,50,12658.853
2777,7.79,100,50,12888.76
2778,8.355,100,50,13382.277
2779,5.8549999999999995,100,50,10876.152
2780,6.375,100,50,11475.879
2781,5.87,100,50,10894.187
2782,1.505,100,50,1301.007
2783,5.235,100,50,10087.242
2784,4.53,100,50,9067.74
2785,7.015000000000001,100,50,12150.167
2786,5.445,100,50,10364.458
2787,7.32,100,50,12450.14
2788,6.43,100,50,11536.427
2789,8.129999999999999,100,50,13189.864
2790,6.909999999999999,100,50,12043.871
2791,2.485,100,50,4835.59
2792,7.66,100,50,12770.145
2793,3.7600000000000002,100,50,7754.62
2794,5.975,100,50,11019.149
2795,4.8149999999999995,100,50,9497.786
2796,7.03,100,50,12165.222
2797,2.215,100,50,4024.892
2798,5.325,100,50,10207.386
2799,2.22,100,50,4040.785
2800,5.0,100,50,9763.52
2801,5.47,100,50,10396.745
2802,4.425,100,50,8902.446
2803,6.515,100,50,11628.991
2804,1.6500000000000001,100,50,1949.327
2805,7.475,100,50,12597.829
2806,5.315,100,50,10194.137
2807,5.665,100,50,10643.635
2808,8.34,100,50,13369.612
2809,2.435,100,50,4692.327
2810,3.63,100,50,7506.616
2811,3.8649999999999998,100,50,7948.749
2812,5.255,100,50,10114.118
2813,7.26,100,50,12392.129
2814,2.71,100,50,5446.509
2815,6.205,100,50,11285.373
2816,6.97,100,50,12104.808
2817,7.870000000000001,100,50,12960.774
2818,2.815,100,50,5714.441
2819,4.045,100,50,8269.587
2820,6.49,100,50,11601.892
2821,3.025,100,50,6221.558
2822,7.754999999999999,100,50,12857.021
2823,3.8600000000000003,100,50,7939.625
2824,2.37,100,50,4501.622
2825,4.89,100,50,9606.727
2826,3.6799999999999997,100,50,7603.037
2827,6.04,100,50,11095.411
2828,6.1,100,50,11165.082
2829,3.3099999999999996,100,50,6856.167
2830,3.325,100,50,6888.036
2831,1.5650000000000002,100,50,1576.546
2832,7.08,100,50,12215.175
2833,4.275,100,50,8659.377
2834,6.88,100,50,12013.204
2835,6.245,100,50,11330.663
2836,2.33,100,50,4381.648
2837,2.585,100,50,5113.666
2838,5.285,100,50,10154.241
2839,4.569999999999999,100,50,9129.704
2840,2.39,100,50,4560.852
2841,5.09,100,50,9889.262
2842,5.195,100,50,10033.18
2843,7.055,100,50,12190.243
2844,7.449999999999999,100,50,12574.216
2845,6.705,100,50,11831.603
2846,3.11,100,50,6416.878
2847,7.065,100,50,12200.226
2848,3.5549999999999997,100,50,7359.464
2849,6.494999999999999,100,50,11607.32
2850,5.005,100,50,9770.565
2851,4.68,100,50,9297.347
2852,7.55,100,50,12668.195
2853,3.49,100,50,7229.4
2854,3.615,100,50,7477.43
2855,2.895,100,50,5911.954
2856,2.82,100,50,5726.949
2857,8.275,100,50,13314.464
2858,4.6899999999999995,100,50,9312.391
2859,8.309999999999999,100,50,13344.213
2860,6.77,100,50,11899.602
2861,3.1550000000000002,100,50,6518.132
2862,1.9949999999999999,100,50,3287.581
2863,1.8599999999999999,100,50,2793.723
2864,3.435,100,50,7117.439
2865,2.41,100,50,4619.588
2866,5.06,100,50,9847.597
2867,5.65,100,50,10624.948
2868,4.25,100,50,8618.037
2869,4.945,100,50,9685.559
2870,4.17,100,50,8484.099
2871,2.81,100,50,5701.91
2872,1.685,100,50,2097.273
2873,7.06,100,50,12195.236
2874,8.085,100,50,13150.743
2875,3.7199999999999998,100,50,7679.236
2876,2.0549999999999997,100,50,3496.435
2877,3.1550000000000002,100,50,6518.132
2878,3.7199999999999998,100,50,7679.236
2879,4.835,100,50,9527.002
2880,2.365,100,50,4486.737
2881,6.345000000000001,100,50,11442.633
2882,8.094999999999999,100,50,13159.455
2883,4.885,100,50,9599.516
2884,5.43,100,50,10345.014
2885,6.800000000000001,100,50,11930.767
2886,1.675,100,50,2055.319
2887,7.265000000000001,100,50,12396.982
2888,7.9750000000000005,100,50,13054.189
2889,4.64,100,50,9236.846
2890,2.2849999999999997,100,50,4244.19
2891,7.16,100,50,12294.37
2892,2.15,100,50,3814.961
2893,7.445,100,50,12569.484
2894,6.94,100,50,12074.405
2895,7.630000000000001,100,50,12742.486
2896,5.48,100,50,10409.619
2897,6.569999999999999,100,50,11688.243
2898,3.5249999999999995,100,50,7299.733
2899,6.2700000000000005,100,50,11358.823
2900,3.005,100,50,6174.803
2901,2.375,100,50,4516.476
2902,8.33,100,50,13361.156
2903,2.59,100,50,5127.286
2904,5.515,100,50,10454.492
2905,7.86,100,50,12951.812
2906,3.4099999999999997,100,50,7065.953
2907,3.15,100,50,6506.953
2908,8.12,100,50,13181.189
2909,1.6650000000000003,100,50,2013.113
2910,3.5700000000000003,100,50,7389.141
2911,6.654999999999999,100,50,11778.846
2912,5.345,100,50,10233.809
2913,3.375,100,50,6993.236
2914,3.305,100,50,6845.512
2915,5.235,100,50,10087.242
2916,2.68,100,50,5368.048
2917,4.8149999999999995,100,50,9497.786
2918,7.35,100,50,12478.968
2919,5.135,100,50,9951.301
2920,4.695,100,50,9319.901
2921,5.595,100,50,10556.0
2922,3.305,100,50,6845.512
2923,3.7199999999999998,100,50,7679.236
2924,5.715,100,50,10705.571
2925,2.1149999999999998,100,50,3699.277
2926,3.785,100,50,7801.328
2927,7.88,100,50,12969.724
2928,3.2,100,50,6617.953
2929,1.96,100,50,3162.829
2930,3.88,100,50,7976.051
2931,3.765,100,50,7763.986
2932,5.085,100,50,9882.335
2933,7.295,100,50,12426.027
2934,3.4000000000000004,100,50,7045.253
2935,7.1,100,50,12235.057
2936,2.045,100,50,3462.052
2937,1.95,100,50,3126.776
2938,6.6049999999999995,100,50,11725.691
2939,2.0,100,50,3305.223
2940,6.654999999999999,100,50,11778.846
2941,3.6999999999999997,100,50,7641.24
2942,3.2750000000000004,100,50,6781.241
2943,7.48,100,50,12602.542
2944,6.225,100,50,11308.055
2945,6.855,100,50,11987.546
2946,2.765,100,50,5588.123
2947,8.35,100,50,13378.058
2948,4.165,100,50,8475.643
2949,7.17,100,50,12304.207
2950,7.715,100,50,12820.572
2951,5.8549999999999995,100,50,10876.152
2952,3.2649999999999997,100,50,6759.687
2953,2.9250000000000003,100,50,5984.618
2954,6.58,100,50,11698.963
2955,2.9499999999999997,100,50,6044.604
2956,1.575,100,50,1621.44
2957,7.985,100,50,13063.022
2958,3.415,100,50,7076.28
2959,5.45,100,50,10370.927
2960,6.02,100,50,11072.034
2961,8.32,100,50,13352.689
2962,2.02,100,50,3375.356
2963,7.375,100,50,12502.901
2964,8.254999999999999,100,50,13297.408
2965,6.705,100,50,11831.603
2966,8.35,100,50,13378.058
2967,1.55,100,50,1508.665
2968,2.15,100,50,3814.961
2969,6.79,100,50,11920.394
2970,5.285,100,50,10154.241
2971,2.2800000000000002,100,50,4228.751
2972,4.645,100,50,9244.437
2973,3.325,100,50,6888.036
2974,4.655,100,50,9259.595
2975,4.3549999999999995,100,50,8790.056
2976,6.115,100,50,11182.393
2977,1.53,100,50,1417.127
2978,5.8500000000000005,100,50,10870.131
2979,8.334999999999999,100,50,13365.385
2980,4.905,100,50,9628.314
2981,4.2,100,50,8534.624
2982,5.995,100,50,11042.702
2983,8.34,100,50,13369.612
2984,3.4099999999999997,100,50,7065.953
2985,5.94,100,50,10977.741
2986,4.74,100,50,9387.135
2987,6.460000000000001,100,50,11569.236
2988,5.7700000000000005,100,50,10773.079
2989,7.430000000000001,100,50,12555.269
2990,3.4799999999999995,100,50,7209.175
2991,6.525,100,50,11639.801
2992,2.42,100,50,4648.774
2993,5.1049999999999995,100,50,9910.002
2994,1.855,100,50,2774.75
2995,4.91,100,50,9635.495
2996,5.55,100,50,10499.082
2997,1.7950000000000002,100,50,2543.004
2998,3.73,100,50,7698.158
2999,1.965,100,50,3180.786
3000,4.17,100,50,8484.099
3001,4.87,100,50,9577.84
3002,6.49,100,50,11601.892
3003,3.3000000000000003,100,50,6834.841
3004,4.415,100,50,8886.499
3005,5.835,100,50,10852.035
3006,7.595000000000001,100,50,12710.08
3007,4.7,100,50,9327.404
3008,7.32,100,50,12450.14
3009,3.8600000000000003,100,50,7939.625
3010,3.3000000000000003,100,50,6834.841
3011,4.77,100,50,9431.604
3012,7.6499999999999995,100,50,12760.937
3013,7.91,100,50,12996.507
3014,3.44,100,50,7127.691
3015,4.42,100,50,8894.477
3016,4.7,100,50,9327.404
3017,3.145,100,50,6495.757
3018,2.445,100,50,4721.213
3019,3.685,100,50,7612.607
3020,5.54,100,50,10486.371
3021,2.8850000000000002,100,50,5887.565
3022,7.31,100,50,12440.505
3023,3.205,100,50,6628.957
3024,3.2649999999999997,100,50,6759.687
3025,8.275,100,50,13314.464
3026,4.625,100,50,9214.024
3027,7.870000000000001,100,50,12960.774
3028,4.77,100,50,9431.604
3029,5.615,100,50,10581.15
3030,2.9250000000000003,100,50,5984.618
3031,5.795,100,50,10803.551
3032,7.9399999999999995,100,50,13023.188
3033,8.16,100,50,13215.825
3034,5.050000000000001,100,50,9833.653
3035,3.595,100,50,7438.327
3036,8.28,100,50,13318.721
3037,4.735,100,50,9379.697
3038,2.395,100,50,4575.582
3039,5.865,100,50,10888.18
3040,3.82,100,50,7866.205
3041,3.4450000000000003,100,50,7137.928
3042,5.7250000000000005,100,50,10717.894
3043,1.905,100,50,2962.216
3044,6.105,100,50,11170.857
3045,7.99,100,50,13067.434
3046,6.6049999999999995,100,50,11725.691
3047,6.115,100,50,11182.393
3048,5.34,100,50,10227.213
3049,7.720000000000001,100,50,12825.138
3050,8.065,100,50,13133.286
3051,7.904999999999999,100,50,12992.05
3052,5.045,100,50,9826.671
3053,3.4450000000000003,100,50,7137.928
3054,5.7250000000000005,100,50,10717.894
3055,7.445,100,50,12569.484
3056,7.75,100,50,12852.475
3057,5.655,100,50,10631.182
3058,6.569999999999999,100,50,11688.243
3059,5.485,100,50,10416.047
3060,8.305,100,50,13339.97
3061,3.595,100,50,7438.327
3062,5.93,100,50,10965.865
3063,8.004999999999999,100,50,13080.653
3064,4.760000000000001,100,50,9416.813
3065,3.47,100,50,7188.892
3066,1.6199999999999999,100,50,1819.997
3067,1.55,100,50,1508.665
3068,5.970000000000001,100,50,11013.249
3069,2.18,100,50,3912.63
3070,5.04,100,50,9819.683
3071,4.324999999999999,100,50,8741.334
3072,4.3549999999999995,100,50,8790.056
3073,4.390000000000001,100,50,8846.475
3074,4.805000000000001,100,50,9483.133
3075,7.505000000000001,100,50,12626.06
3076,7.23,100,50,12362.943
3077,7.02,100,50,12155.189
3078,5.01,100,50,9777.603
3079,2.4,100,50,4590.281
3080,6.3100000000000005,100,50,11403.645
3081,2.81,100,50,5701.91
3082,8.06,100,50,13128.915
3083,3.055,100,50,6291.114
3084,2.2399999999999998,100,50,4103.999
3085,2.275,100,50,4213.277
3086,7.07,100,50,12205.213
3087,5.390000000000001,100,50,10292.901
3088,3.1850000000000005,100,50,6584.836
3089,7.22,100,50,12353.188
3090,3.945,100,50,8093.15
3091,3.205,100,50,6628.957
3092,6.81,100,50,11941.124
3093,7.41,100,50,12536.271
3094,4.885,100,50,9599.516
3095,7.295,100,50,12426.027
3096,6.635000000000001,100,50,11757.632
3097,7.225,100,50,12358.067
3098,3.7350000000000003,100,50,7707.6
3099,5.28,100,50,10147.57
3100,2.735,100,50,5511.232
3101,2.645,100,50,5275.393
3102,5.27,100,50,10134.208
3103,5.79,100,50,10797.467
3104,5.01,100,50,9777.603
3105,4.04,100,50,8260.869
3106,1.8399999999999999,100,50,2717.524
3107,8.12,100,50,13181.189
3108,6.52,100,50,11634.398
3109,1.6549999999999998,100,50,1970.654
3110,4.265,100,50,8642.87
3111,6.205,100,50,11285.373
3112,4.3950000000000005,100,50,8854.498
3113,3.26,100,50,6748.885
3114,7.255000000000001,100,50,12387.273
3115,5.345,100,50,10233.809
3116,2.015,100,50,3357.888
3117,8.215,100,50,13263.172
3118,6.345000000000001,100,50,11442.633
3119,2.205,100,50,3992.999
3120,2.29,100,50,4259.597
3121,3.64,100,50,7526.006
3122,7.6499999999999995,100,50,12760.937
3123,5.3,100,50,10174.218
3124,3.7600000000000002,100,50,7754.62
3125,3.065,100,50,6314.148
3126,3.0349999999999997,100,50,6244.82
3127,6.925000000000001,100,50,12059.155
3128,5.13,100,50,9944.435
3129,4.035,100,50,8252.141
3130,4.569999999999999,100,50,9129.704
3131,4.0,100,50,8190.736
3132,3.19,100,50,6595.892
3133,6.705,100,50,11831.603
3134,8.1,100,50,13163.807
3135,7.17,100,50,12304.207
3136,6.784999999999999,100,50,11915.202
3137,5.11,100,50,9916.902
3138,7.46,100,50,12583.671
3139,3.7800000000000002,100,50,7792.011
3140,8.125,100,50,13185.528
3141,6.494999999999999,100,50,11607.32
3142,2.095,100,50,3632.31
3143,4.569999999999999,100,50,9129.704
3144,2.71,100,50,5446.509
3145,5.655,100,50,10631.182
3146,7.7700000000000005,100,50,12870.641
3147,4.07,100,50,8313.015
3148,4.115,100,50,8390.517
3149,5.8999999999999995,100,50,10930.117
3150,1.8800000000000001,100,50,2869.107
3151,5.27,100,50,10134.208
3152,7.9750000000000005,100,50,13054.189
3153,8.38,100,50,13403.336
3154,3.9,100,50,8012.289
3155,6.205,100,50,11285.373
3156,4.42,100,50,8894.477
3157,5.785,100,50,10791.378
3158,3.62,100,50,7487.172
3159,4.515000000000001,100,50,9044.363
3160,5.76,100,50,10760.853
3161,8.315,100,50,13348.452
3162,1.95,100,50,3126.776
3163,4.955,100,50,9699.799
3164,5.7,100,50,10687.048
3165,6.97,100,50,12104.808
3166,3.9699999999999998,100,50,8137.675
3167,2.1149999999999998,100,50,3699.277
3168,6.3950000000000005,100,50,11497.957
3169,4.425,100,50,8902.446
3170,1.7399999999999998,100,50,2323.662
3171,2.105,100,50,3665.873
3172,4.855,100,50,9556.097
3173,4.645,100,50,9244.437
3174,4.18,100,50,8500.981
3175,6.54,100,50,11655.985
3176,7.954999999999999,100,50,13036.491
3177,5.12,100,50,9930.682
3178,1.5699999999999998,100,50,1599.029
3179,5.34,100,50,10227.213
3180,2.9899999999999998,100,50,6139.532
3181,5.12,100,50,9930.682
3182,4.17,100,50,8484.099
3183,6.16,100,50,11234.071
3184,4.715,100,50,9349.862
3185,6.94,100,50,12074.405
3186,5.64,100,50,10612.462
3187,7.505000000000001,100,50,12626.06
3188,3.585,100,50,7418.694
3189,7.03,100,50,12165.222
3190,3.125,100,50,6450.791
3191,3.6700000000000004,100,50,7583.858
3192,5.7250000000000005,100,50,10717.894
3193,6.365,100,50,11464.814
3194,2.315,100,50,4336.126
3195,8.035,100,50,13107.019
3196,8.260000000000002,100,50,13301.676
3197,2.22,100,50,4040.785
3198,4.46,100,50,8957.976
3199,1.79,100,50,2523.344
3200,4.88,100,50,9592.298
3201,1.965,100,50,3180.786
3202,6.035,100,50,11089.574
3203,5.615,100,50,10581.15
3204,3.88,100,50,7976.051
3205,2.185,100,50,3928.777
3206,5.135,100,50,9951.301
3207,7.5,100,50,12621.362
3208,5.220000000000001,100,50,10067.017
3209,4.245,100,50,8609.74
3210,8.195,100,50,13245.992
3211,3.065,100,50,6314.148
3212,2.15,100,50,3814.961
3213,5.46,100,50,10383.848
3214,3.9149999999999996,100,50,8039.346
3215,7.489999999999999,100,50,12611.958
3216,2.215,100,50,4024.892
3217,5.875,100,50,10900.188
3218,2.555,100,50,5031.389
3219,4.545,100,50,9091.04
3220,3.8449999999999998,100,50,7912.182
3221,4.84,100,50,9534.287
3222,6.13,100,50,11199.661
3223,5.265000000000001,100,50,10127.518
3224,6.235,100,50,11319.368
3225,4.97,100,50,9721.103
3226,4.24,100,50,8601.434
3227,8.305,100,50,13339.97
3228,7.9750000000000005,100,50,13054.189
3229,4.8149999999999995,100,50,9497.786
3230,2.86,100,50,5826.222
3231,3.51,100,50,7269.676
3232,5.79,100,50,10797.467
3233,5.244999999999999,100,50,10100.693
3234,3.215,100,50,6650.914
3235,7.5,100,50,12621.362
3236,3.5549999999999997,100,50,7359.464
3237,4.17,100,50,8484.099
3238,7.41,100,50,12536.271
3239,5.26,100,50,10120.821
3240,3.25,100,50,6727.231
3241,6.83,100,50,11961.794
3242,6.045,100,50,11101.244
3243,5.325,100,50,10207.386
3244,2.645,100,50,5275.393
3245,4.775,100,50,9438.989
3246,4.65,100,50,9252.02
3247,8.23,100,50,13276.03
3248,7.265000000000001,100,50,12396.982
3249,4.665,100,50,9274.72
3250,6.97,100,50,12104.808
3251,2.53,100,50,4962.084
3252,4.215,100,50,8559.752
3253,7.754999999999999,100,50,12857.021
3254,2.445,100,50,4721.213
3255,2.98,100,50,6115.919
3256,4.8,100,50,9475.795
3257,3.6999999999999997,100,50,7641.24
3258,5.79,100,50,10797.467
3259,5.015,100,50,9784.634
3260,2.88,100,50,5875.339
3261,6.9750000000000005,100,50,12109.862
3262,5.66,100,50,10637.412
3263,5.615,100,50,10581.15
3264,7.885000000000001,100,50,12974.195
3265,2.4,100,50,4590.281
3266,7.095,100,50,12230.092
3267,6.235,100,50,11319.368
3268,3.08,100,50,6348.558
3269,5.2749999999999995,100,50,10140.892
3270,5.555000000000001,100,50,10505.429
3271,7.925,100,50,13009.86
3272,1.725,100,50,2262.637
3273,6.54,100,50,11655.985
3274,5.06,100,50,9847.597
3275,5.235,100,50,10087.242
3276,5.765,100,50,10766.968
3277,3.695,100,50,7631.709
3278,3.075,100,50,6337.106
3279,4.4350000000000005,100,50,8918.356
3280,3.64,100,50,7526.006
3281,1.67,100,50,2034.248
3282,6.4,100,50,11503.466
3283,7.59,100,50,12705.439
3284,3.9050000000000002,100,50,8021.319
3285,3.765,100,50,7763.986
3286,7.03,100,50,12165.222
3287,8.145,100,50,13202.856
3288,6.265,100,50,11353.2
3289,6.87,100,50,12002.952
3290,6.404999999999999,100,50,11508.97
3291,2.405,100,50,4604.95
3292,6.54,100,50,11655.985
3293,4.34,100,50,8765.737
3294,6.619999999999999,100,50,11741.68
3295,2.2399999999999998,100,50,4103.999
3296,8.344999999999999,100,50,13373.836
3297,2.74,100,50,5524.106
3298,5.305,100,50,10180.864
3299,2.215,100,50,4024.892
3300,3.37,100,50,6982.786
3301,2.04,100,50,3444.798
3302,3.7150000000000003,100,50,7669.756
3303,1.6549999999999998,100,50,1970.654
3304,2.1,100,50,3649.111
3305,4.9399999999999995,100,50,9678.429
3306,7.165000000000001,100,50,12299.29
3307,4.43,100,50,8910.405
3308,7.8,100,50,12897.802
3309,6.9750000000000005,100,50,12109.862
3310,4.784999999999999,100,50,9453.734
3311,4.33,100,50,8749.478
3312,4.715,100,50,9349.862
3313,5.29,100,50,10160.906
3314,1.79,100,50,2523.344
3315,5.765,100,50,10766.968
3316,7.165000000000001,100,50,12299.29
3317,1.87,100,50,2831.516
3318,6.0249999999999995,100,50,11077.885
3319,6.5600000000000005,100,50,11677.507
3320,7.71,100,50,12816.003
3321,8.235000000000001,100,50,13280.311
3322,6.23,100,50,11313.714
3323,3.52,100,50,7289.728
3324,7.180000000000001,100,50,12314.031
3325,4.390000000000001,100,50,8846.475
3326,7.055,100,50,12190.243
3327,5.949999999999999,100,50,10989.596
3328,4.9,100,50,9621.126
3329,6.505,100,50,11618.164
3330,1.595,100,50,1710.379
3331,7.180000000000001,100,50,12314.031
3332,6.085,100,50,11147.729
3333,6.0600000000000005,100,50,11118.711
3334,4.87,100,50,9577.84
3335,8.21,100,50,13258.881
3336,2.7550000000000003,100,50,5562.586
3337,2.375,100,50,4516.476
3338,8.08,100,50,13146.383
3339,1.645,100,50,1927.937
3340,2.37,100,50,4501.622
3341,5.085,100,50,9882.335
3342,5.45,100,50,10370.927
3343,2.12,100,50,3715.92
3344,4.64,100,50,9236.846
3345,5.125,100,50,9937.562
3346,6.619999999999999,100,50,11741.68
3347,6.43,100,50,11536.427
3348,5.52,100,50,10460.879
3349,6.6049999999999995,100,50,11725.691
3350,5.24,100,50,10093.97
3351,7.5,100,50,12621.362
3352,3.875,100,50,7966.962
3353,2.79,100,50,5651.565
3354,2.965,100,50,6080.352
3355,4.73,100,50,9372.25
3356,6.370000000000001,100,50,11470.349
3357,3.5450000000000004,100,50,7339.61
3358,5.21,100,50,10053.501
3359,3.4250000000000003,100,50,7096.89
3360,3.11,100,50,6416.878
3361,5.555000000000001,100,50,10505.429
3362,6.58,100,50,11698.963
3363,3.075,100,50,6337.106
3364,7.8149999999999995,100,50,12911.343
3365,3.065,100,50,6314.148
3366,2.82,100,50,5726.949
3367,7.8549999999999995,100,50,12947.327
3368,6.329999999999999,100,50,11425.95
3369,5.47,100,50,10396.745
3370,2.92,100,50,5972.559
3371,6.925000000000001,100,50,12059.155
3372,4.765,100,50,9424.212
3373,3.44,100,50,7127.691
3374,2.53,100,50,4962.084
3375,3.4549999999999996,100,50,7158.358
3376,4.795,100,50,9468.449
3377,3.2399999999999998,100,50,6705.51
3378,1.875,100,50,2850.336
3379,3.66,100,50,7564.627
3380,3.1199999999999997,100,50,6439.505
3381,6.755,100,50,11883.968
3382,1.775,100,50,2464.031
3383,6.419999999999999,100,50,11525.457
3384,5.205,100,50,10046.734
3385,6.8500000000000005,100,50,11982.403
3386,1.7000000000000002,100,50,2159.74
3387,5.1499999999999995,100,50,9971.86
3388,8.065,100,50,13133.286
3389,6.13,100,50,11199.661
3390,6.665,100,50,11789.429
3391,3.01,100,50,6186.521
3392,4.755,100,50,9409.405
3393,2.825,100,50,5739.435
3394,6.305,100,50,11398.058
3395,4.67,100,50,9282.27
3396,4.295,100,50,8692.274
3397,2.265,100,50,4182.227
3398,2.08,100,50,3581.663
3399,6.6049999999999995,100,50,11725.691
3400,3.02,100,50,6209.898
3401,4.15,100,50,8450.213
3402,2.32,100,50,4351.333
3403,7.445,100,50,12569.484
3404,4.475,100,50,8981.641
3405,6.245,100,50,11330.663
3406,3.145,100,50,6495.757
3407,4.35,100,50,8781.959
3408,2.0650000000000004,100,50,3530.65
3409,5.029999999999999,100,50,9805.684
3410,1.595,100,50,1710.379
3411,5.949999999999999,100,50,10989.596
3412,5.065,100,50,9854.558
3413,5.365,100,50,10260.133
3414,2.8850000000000002,100,50,5887.565
3415,6.660000000000001,100,50,11784.14
3416,2.315,100,50,4336.126
3417,8.19,100,50,13241.69
3418,4.935,100,50,9671.292
3419,6.6850000000000005,100,50,11810.548
3420,3.175,100,50,6562.671
3421,2.85,100,50,5801.535
3422,5.2299999999999995,100,50,10080.506
3423,5.975,100,50,11019.149
3424,1.7950000000000002,100,50,2543.004
3425,3.2649999999999997,100,50,6759.687
3426,2.785,100,50,5638.922
3427,2.825,100,50,5739.435
3428,5.465,100,50,10390.3
3429,2.13,100,50,3749.089
3430,5.41,100,50,10319.006
3431,5.319999999999999,100,50,10200.765
3432,2.87,100,50,5850.824
3433,8.21,100,50,13258.881
3434,6.515,100,50,11628.991
3435,8.085,100,50,13150.743
3436,4.1000000000000005,100,50,8364.778
3437,7.22,100,50,12353.188
3438,7.5200000000000005,100,50,12640.133
3439,7.535,100,50,12654.178
3440,3.8,100,50,7829.206
3441,4.795,100,50,9468.449
3442,4.915,100,50,9642.669
3443,7.885000000000001,100,50,12974.195
3444,3.6700000000000004,100,50,7583.858
3445,3.045,100,50,6268.005
3446,5.215,100,50,10060.262
3447,8.19,100,50,13241.69
3448,4.645,100,50,9244.437
3449,5.495,100,50,10428.885
3450,2.4699999999999998,100,50,4792.916
3451,4.495,100,50,9013.072
3452,3.6450000000000005,100,50,7535.681
3453,2.85,100,50,5801.535
3454,1.755,100,50,2384.163
3455,2.6550000000000002,100,50,5301.991
3456,4.505,100,50,9028.734
3457,7.08,100,50,12215.175
3458,1.9300000000000002,100,50,3054.112
3459,8.12,100,50,13181.189
3460,5.390000000000001,100,50,10292.901
3461,6.645,100,50,11768.247
3462,5.865,100,50,10888.18
